,Analytics Desc,English,Hiragana,Kanji,Vocab Set,Example
,,"marks,points,score,runs",てんすう,点数,N2,
,,street corner,まちかど,街角,N2,
,,"but,however,provided that",ただし,但し,N2,
,,Excuse me for disturbing you,おじゃまします,,N2,
,,"to put things in order,to arrange,to make uniform,to get something ready",そろえる,揃える,N2,
,,predicate,じゅつご,述語,N2,
,,electric fan,せんぷうき,扇風機,N2,
,,ink,すみ,墨,N2,
,,"urgent,pressing",しきゅう,至急,N2,
,,"grumbling,complaining in a small voice",ぶつぶつ,,N2,
,,"middle,midway,interim",ちゅうかん,中間,N2,
,,net (weight),しょうみ,正味,N2,
,,"East and West,whole country",とうざい,東西,N2,
,,"exposure to the sun,sunny place",ひあたり,日当たり,N2,
,,"to cool,to refrigerate",ひやす,冷やす,N2,
,,Sorry to have kept you waiting,おまたせしました,,N2,
,,"example,illustration",じつれい,実例,N2,
,,angle,かくど,角度,N2,
,,"self-government,autonomy",じち,自治,N2,
,,Prime Minister,そうりだいじん,総理大臣,N2,
,,"to strike,to hit",なぐる,,N2,
,,multi-unit apartments,だんち,団地,N2,
,,"theft,robbery",とうなん,盗難,N2,
,,"moving (dwelling etc.),changing residence",ひっこし,引越し,N2,
,,"enquiry,ENQ",といあわせ,問い合わせ,N2,
,,to come from,よる,因る,N2,
,,"to dispute,to argue,to be at variance,to compete",あらそう,争う,N2,
,,"to boil,to grow hot,to get excited,to gush forth",わく,湧く,N2,
,,"earth-shattering,staggering,to a very great extent",ものすごい,物凄い,N2,
,,majority,かはんすう,過半数,N2,
,,"to keep in custody,to receive on deposit,to take charge of",あずかる,預かる,N2,
,,"freezing,cold storage,refrigeration",れいとう,冷凍,N2,
,,"nap (at home),siesta",ひるね,昼寝,N2,
,,wool,ウール,,N2,
,,"middle-aged gentleman,uncle",おじさん,叔父さん,N2,
,,ugly,みにくい,醜い,N2,
,,"to jump in,to leap in,to plunge into,to dive",とびこむ,飛び込む,N2,
,,antenna,アンテナ,,N2,
,,(a) screw,ねじ,,N2,
,,to serve sake,くむ,酌む,N2,
,,"centimeter,centi-,10^-2",センチ,,N2,
,,"order,sequence,procedure",じゅんじょ,順序,N2,
,,"rest,break,recreation",きゅうよう,休養,N2,
,,daily necessities,にちようひん,日用品,N2,
,,"achievements,merit,meritorious service,meritorious deed",こうせき,功績,N2,
,,"fry pan,frying pan",フライパン,,N2,
,,"to repeat,to send back,to bring back",ひきかえす,引返す,N2,
,,to be shut out,へだてる,隔てる,N2,
,,"marine products,fisheries",すいさん,水産,N2,
,,"(v5r) to behead,to murder",きる,斬る,N2,
,,"juice,sap,soup,broth",しる,汁,N2,
,,"(hon) look,inspection,try",ごらん,御覧,N2,
,,to hang,つるす,吊す,N2,
,,chewing gum,ガム,,N2,
,,"rising,getting out of bed",きしょう,起床,N2,
,,right angle,ちょっかく,直角,N2,
,,"omission,abbreviation,abridgment",しょうりゃく,省略,N2,
,,school building,こうしゃ,校舎,N2,
,,"growth,increment",せいちょう,生長,N2,
,,"forest,woods",しんりん,森林,N2,
,,"zero,no marks",れいてん,零点,N2,
,,money collection,しゅうきん,集金,N2,
,,"ridge,(mountain) pass,difficult part",とうげ,峠,N2,
,,an encounter,であい,出合い,N2,
,,"father and mother,parents",ふぼ,父母,N2,
,,"ordinary,usual,in general,briefly",ひととおり,一通り,N2,
,,"pointed end,tip,fine point",せんたん,先端,N2,
,,to resound,ひびく,響く,N2,
,,"to increase,to multiply",ふえる,殖える,N2,
,,"or,otherwise",または,又は,N2,
,,"to be mixed,to be blended with,to associate with",まじる,交じる,N2,
,,"to belong to,to come under,to be affiliated with,to be subject to",ぞくする,属する,N2,
,,"absurd,unreasonable,excessive,messed up,spoiled,wreaked",めちゃくちゃ,,N2,
,,direct current,ちょくりゅう,直流,N2,
,,"standard,basis,criteria,norm",きじゅん,規準,N2,
,,"standard,level",ひょうじゅん,標準,N2,
,,to boil,ゆでる,,N2,
,,"connection,link,relationship",つながり,繋がり,N2,
,,regular holiday,ていきゅうび,定休日,N2,
,,"to aim at,to have an eye on",めざす,目指す,N2,
,,vitamin,ビタミン,,N2,
,,Wednesday,すいよう,水曜,N2,
,,site,しきち,敷地,N2,
,,"long,lengthy",ながい,永い,N2,
,,to scorch,あぶる,,N2,
,,"regrettable,disappointing,precious",おしい,惜しい,N2,
,,sold-out,うりきれ,売り切れ,N2,
,,"vulgarity,meanness,indecency,coarseness",げひん,下品,N2,
,,"to pamper,to spoil",あまやかす,甘やかす,N2,
,,"defense,guard,policing,security",けいび,警備,N2,
,,"to be one-sided,to incline,to be partial",かたよる,片寄る,N2,
,,one-way (trip),かたみち,片道,N2,
,,etiquette,エチケット,,N2,
,,prevention of crime,ぼうはん,防犯,N2,
,,"Lantern Festival,Festival of the Dead,tray",ぼん,盆,N2,
,,"obedient,meek,docile,unaffected",すなお,素直,N2,
,,"to steam,to poultice,to be sultry",むす,蒸す,N2,
,,"direction,way,compass point",ほうがく,方角,N2,
,,to melt into,とけこむ,溶け込む,N2,
,,"advantages and disadvantages,interest",りがい,利害,N2,
,,cousin (female),いとこ,従姉妹,N2,
,,sewing,さいほう,裁縫,N2,
,,"unevenness,roughness,ruggedness",でこぼこ,凸凹,N2,
,,"column,beam,digit",けた,桁,N2,
,,"to brush gently,to stroke",なでる,撫でる,N2,
,,"foundation,basis",きばん,基盤,N2,
,,"use,usefulness",ようと,用途,N2,
,,abstract,ちゅうしょう,抽象,N2,
,,"obedient,docile,quiet",おとなしい,,N2,
,,"bother to do,tiresome",めんどうくさい,面倒臭い,N2,
,,"to chew,to bite (at),to gnaw,to nibble",かじる,,N2,
,,"the other day,lately,recently",こないだ,,N2,
,,"to melt,to thaw,to fuse,to dissolve",とける,溶ける,N2,
,,expansion,かくじゅう,拡充,N2,
,,"geta (Japanese footwear),wooden clogs",げた,下駄,N2,
,,ventilation,かんき,換気,N2,
,,"to get tired,to wear out",くたびれる,,N2,
,,"length,long and short,+-",ちょうたん,長短,N2,
,,"to warm up,to get warm",あたたまる,暖まる,N2,
,,"to glare at,to scowl at,to keep an eye on",にらむ,睨む,N2,
,,"container,vessel",ようき,容器,N2,
,,"indication,market trend,worry",けはい,気配,N2,
,,"science,learning,scholarship",がくじゅつ,学術,N2,
,,dumb,ダム,,N2,
,,"masterpiece,best work,boner,blunder",けっさく,傑作,N2,
,,"term,period",きげん,期限,N2,
,,volcano,かざん,火山,N2,
,,"to be prepared,to be in order,to be put in order,to be arranged",ととのう,整う,N2,
,,opening of a meeting,かいかい,開会,N2,
,,"to distribute,to deliver",くばる,配る,N2,
,,king,こくおう,国王,N2,
,,to hang,つる,吊る,N2,
,,transportation facilities,こうつうきかん,交通機関,N2,
,,"rude,violent,rough,lawless,unreasonable,reckless",らんぼう,乱暴,N2,
,,"second helping,another cup",おかわり,お代わり,N2,
,,"to clear (e.g. weather),to become transparent",すむ,澄む,N2,
,,thumb,おやゆび,親指,N2,
,,"misunderstanding,wrong guess",かんちがい,勘違い,N2,
,,"fraction (part of),decimal",しょうすう,小数,N2,
,,certainly!,かしこまりました,,N2,
,,"party,banquet",えんかい,宴会,N2,
,,"to imitate,to follow,to emulate",ならう,倣う,N2,
,,"year in school,grade in school",がくねん,学年,N2,
,,"to depart,to set out,to start,to be going out",でかける,出掛ける,N2,
,,(n) seminar,ゼミ,,N2,
,,bow,おじぎ,御辞儀,N2,
,,to attach,くっつける,,N2,
,,"social sciences,humanities",じんぶんかがく,人文科学,N2,
,,table salt,しょくえん,食塩,N2,
,,"explanation,commentary",かいせつ,解説,N2,
,,south and north,なんぼく,南北,N2,
,,sudden increase,げきぞう,激増,N2,
,,"fixed,settled,definite",いってい,一定,N2,
,,"course,direction,compass bearing",しんろ,針路,N2,
,,"first class,top grade,foremost,top-notch",いちりゅう,一流,N2,
,,"limits,boundary,domain,zone,sphere,territory",くいき,区域,N2,
,,"to the end,to the last,stubbornly",あくまで,飽くまで,N2,
,,"action,movements,motions,bearing,behaviour,manners",どうさ,動作,N2,
,,"to be smashed,to go bankrupt",つぶれる,潰れる,N2,
,,square,しかくい,四角い,N2,
,,"to be reflected,to harmonize with,to come out (photo)",うつる,映る,N2,
,,"arrival in Japan,coming to Japan,visit to Japan",らいにち,来日,N2,
,,"friend,acquaintance",ちじん,知人,N2,
,,sticky rice cake,もち,餅,N2,
,,"to be conspicuous,to stand out",めだつ,目立つ,N2,
,,to straddle,またぐ,,N2,
,,"anyhow,in any case,at any rate",どうせ,,N2,
,,resentment,うらみ,恨み,N2,
,,"to carve,to engrave,to sculpture,to chisel",ほる,彫る,N2,
,,"cooler,air conditioner",クーラー,,N2,
,,"government office,authorities",かんちょう,官庁,N2,
,,"to scratch,to perspire",かく,掻く,N2,
,,model,モデル,,N2,
,,"trash,rubbish",ごみ,塵芥,N2,
,,"private,civilian,civil,popular,folk,unofficial",みんかん,民間,N2,
,,"extension,elongation,prolongation,lengthening",えんちょう,延長,N2,
,,"national holiday,festival day",さいじつ,祭日,N2,
,,"offense,method of attack",せめて,,N2,
,,"to lengthen,to stretch,to reach out,to grow (beard)",のばす,延ばす,N2,
,,"amount sold,proceeds",うりあげ,売上,N2,
,,"to increase,to add to,to augment",ふやす,殖やす,N2,
,,"frankness,candour,openheartedness",そっちょく,卒直,N2,
,,pickpocket,すり,掏摸,N2,
,,"(1) to adopt (measure, proposal),(2) to pick (fruit)",とる,採る,N2,
,,"to include,to instruct,to make one understand",ふくめる,含める,N2,
,,"parenthesis,brackets",かっこ,括弧,N2,
,,arable land,こうち,耕地,N2,
,,"to pass (e.g. car),to outdistance,to outstrip",おいこす,追い越す,N2,
,,"firing,shooting,discharge,catapult",はっしゃ,発射,N2,
,,"to burn,to scorch,to singe,to char",こがす,焦がす,N2,
,,mind and body,しんしん,心身,N2,
,,acceleration,かそくど,加速度,N2,
,,"cleaning,dry cleaning,laundry service",クリーニング,,N2,
,,to let go,ほうる,放る,N2,
,,"(1) to serve,to fill a post,to serve under,to work (for)",つとめる,務める,N2,
,,"brushy,brush",ブラシ,,N2,
,,"presumption,assumption,estimation",すいてい,推定,N2,
,,to aim at,ねらう,狙う,N2,
,,"childcare,nursing,upbringing",いくじ,育児,N2,
,,"index,indices",さくいん,索引,N2,
,,"to melt,to dissolve",とかす,溶かす,N2,
,,"(1) collection,(2) correction",コレクション,,N2,
,,"editing,compilation,editorial (e.g. committee)",へんしゅう,編集,N2,
,,concrete,コンクリート,,N2,
,,cape (on coast),みさき,岬,N2,
,,"to summon,to call (e.g. phone)",よびだす,呼び出す,N2,
,,monorail,モノレール,,N2,
,,"for the present,once,in outline",ひとまず,,N2,
,,"to be disconnected,to get out of place,to be off,to be out (e.g. of gear)",はずれる,外れる,N2,
,,so-so,まあまあ,,N2,
,,"bucket,pail",バケツ,,N2,
,,"liquid,fluid",えきたい,液体,N2,
,,"materials,data",しりょう,資料,N2,
,,"to boil,to cook",にる,煮る,N2,
,,menu,メニュー,,N2,
,,"copy,duplicate",ふくしゃ,複写,N2,
,,"to be profitable,to yield a profit",もうかる,儲かる,N2,
,,tatami room,ざしき,座敷,N2,
,,noisy,さわがしい,騒がしい,N2,
,,"to boil,to cook,to be cooked",にえる,煮える,N2,
,,directing arrow,やじるし,矢印,N2,
,,punctuation marks,くとうてん,句読点,N2,
,,"a burner,origin of a fire",かこう,火口,N2,
,,"fastener,zipper",ファスナー,,N2,
,,"to rub,to chafe,to file,to frost (glass),to strike (match)",こする,擦る,N2,
,,"throb,beat (fast)",どきどき,,N2,
,,perfume,こうすい,香水,N2,
,,"to adhere to,to keep close to",くっつく,,N2,
,,place name,ちめい,地名,N2,
,,"to be collected,to be settled,to be in order",まとまる,纏まる,N2,
,,"to be fragrant,to smell,to stink",におう,匂う,N2,
,,"to harvest,to take in,to adopt",とりいれる,取り入れる,N2,
,,eldest son,ちょうなん,長男,N2,
,,necklace,ネックレス,,N2,
,,"to hate,to dislike",いやがる,嫌がる,N2,
,,"gradation,grade,stage",だんかい,段階,N2,
,,"purple colour,violet",むらさき,紫,N2,
,,"site,point on a map",ちてん,地点,N2,
,,moisture,すいぶん,水分,N2,
,,"on and after,hereafter,thereafter",いこう,以降,N2,
,,"(1) defect,demerit,weak point,(2) disadvantage",たんしょ,短所,N2,
,,stock-farming,ぼくちく,牧畜,N2,
,,"too good,more than one deserves,wasteful,sacrilegious,unworthy of",もったいない,,N2,
,,Chinese Character-Japanese (e.g. dictionary),かんわ,漢和,N2,
,,"house,building",かおく,家屋,N2,
,,"hiragana,47 syllables,the cursive syllabary",ひらがな,平仮名,N2,
,,"(1) to govern,to manage,(2) to subdue",おさめる,治める,N2,
,,Japanese-English,わえい,和英,N2,
,,"to neglect,to be off guard,to be feeling better",おこたる,怠る,N2,
,,lips,くちびる,唇,N2,
,,"loose,lenient,slow",ゆるい,緩い,N2,
,,speed (per hour),じそく,時速,N2,
,,context,ぶんみゃく,文脈,N2,
,,to connect,つなげる,繋げる,N2,
,,"to trick,to cheat,to deceive",だます,,N2,
,,"dizziness,giddiness",めまい,,N2,
,,"alternation,change,relief,relay,shift",こうたい,交替,N2,
,,"(1) to be fixed,(2) to abide,to stay (in the one place)",とまる,留まる,N2,
,,start,スタート,,N2,
,,remarkably,めっきり,,N2,
,,blood pressure,けつあつ,血圧,N2,
,,"moderate,handy",てごろ,手頃,N2,
,,"full house,no vacancy,sold out",まんいん,満員,N2,
,,"too much,unnecessary,abundance,surplus,excess,superfluity",よけい,余計,N2,
,,to heat,ねっする,熱する,N2,
,,"to dry (clothes, etc.),to desiccate",かわかす,乾かす,N2,
,,private railway,してつ,私鉄,N2,
,,guest seating,きゃくせき,客席,N2,
,,"alighting,getting off",げしゃ,下車,N2,
,,"all,entirely,completely,without exception",のこらず,残らず,N2,
,,"to seize,to grasp,to capture,to arrest",とらえる,捕える,N2,
,,"at present,now",めした,目下,N2,
,,generation (e.g. power),はつでん,発電,N2,
,,"system,family line,geological formation",けいとう,系統,N2,
,,famous place,めいしょ,名所,N2,
,,"evaporation,unexplained disappearance",じょうはつ,蒸発,N2,
,,"shame,very kind of you,sorry to trouble",きょうしゅく,恐縮,N2,
,,inexcusable,もうしわけない,申し訳ない,N2,
,,entry to a company,にゅうしゃ,入社,N2,
,,"verbose,importunate,heavy (taste)",くどい,,N2,
,,amusement park,ゆうえんち,遊園地,N2,
,,"to let loose,to set free,to let escape",にがす,逃がす,N2,
,,first 10 days of month,じょうじゅん,上旬,N2,
,,nylon,ナイロン,,N2,
,,examination of tickets,かいさつ,改札,N2,
,,"circumference,outskirts,environs,(computer) peripheral",しゅうへん,周辺,N2,
,,thus,こうして,こうして,N2,
,,end (e.g. of street),つきあたり,突き当たり,N2,
,,closure,へいかい,閉会,N2,
,,"to store,to lay in stock",たくわえる,蓄える,N2,
,,"middle-aged gentleman,uncle",おじさん,小父さん,N2,
,,"light,soft",ふわふわ,,N2,
,,"smart,stylish,slim",スマート,,N2,
,,teacup,ゆのみ,湯飲み,N2,
,,"to approach,to draw near",ちかよる,近寄る,N2,
,,square,しかく,四角,N2,
,,"idiom,idiomatic phrase,kanji compound",じゅくご,熟語,N2,
,,"internist clinic,internal medicine",ないか,内科,N2,
,,one-piece dress,ワンピース,,N2,
,,"plain,unfigured",むじ,無地,N2,
,,"to burn,to be burned",こげる,焦げる,N2,
,,"to calm down,to settle down",おちつく,落着く,N2,
,,"plain,simple",じみ,地味,N2,
,,soba (buckwheat noodles),そば,蕎麦,N2,
,,"revision,amendment,alteration",かいせい,改正,N2,
,,instrument,きかい,器械,N2,
,,"amount,quantity",ぶんりょう,分量,N2,
,,woman,おんなのひと,女の人,N2,
,,"to cause,to arise,to be generated",しょうずる,生ずる,N2,
,,campus,こうてい,校庭,N2,
,,"to balance,to be in harmony,to suit",つりあう,釣り合う,N2,
,,"every place,various places",かくち,各地,N2,
,,"rag,scrap,tattered clothes,fault (esp. in a pretense)",ぼろ,,N2,
